Occasion,Date,Trap,Species,Recapture (R/N) ,Tag no.,Age (J/SA/A),Sex (M/F),Breeding ,HF (L),E (L),AGD,HB,T,Tail % of HB,MZ (Muzzle length),Parasites (number of ectoparasites visible with naked eRe),Bag Weight (g),Weight incl. bag (g),Weight,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Processor,Whot Baited,Other Notes,Flagged
F100-2-2011-6,31/07/2011,F100-2-3A,LTG,R,O41781DAOO,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-2B,MR,N,O41781E1AF,A,F,Perforated,38.15,20.3,17.8,,,,,33,20,171,151,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-45A,LTG,R,O41781E7C5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-45B,CTRS,R,O41781ED6O,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-43A,CTRS,N,O41781FBB3,A,F,,49.5,14.85,,217.45,201.5,,34.3,6,20,137,117,,,,,,,,
F100-2-2011-6,31/07/2011,F100-2-37B,LTG,R,O417O863C8,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-18A,WH,N,O4178154DA,A,F,,27.5,17.2,9.75,,,,,44,21,67,46,,,197,,,,,
F100-2-2011-7,01/08/2011,F100-2-18B,WH,R,O417815B3O,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-4B,RS,R,O41781622C,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-7B,RR,N,O41781624B,A,M,Testes,35.7,18.4,32.75,,,,,7,20,130,110,Cut on tail - new wound,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-46A,LTG,N,O4178163CC,A,M,,45.1,22.7,27.3,,,,,30,20,255,235,,,200,,,,,
F100-2-2011-7,01/08/2011,F100-2-37A,RS,R,O41781664E,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-8B,RS,N,O4178168D7,A,M,,40.9,23.3,19.9,,,,,91,20,150,130,,,199,,,,"White tip to tail, thick ankle bands, no collar only small red patch under arms",
F100-2-2011-7,01/08/2011,F100-2-47B,SS,R,O4178169F8,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-2B,RS,R,O417816A32,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-46B,WH,R,O417816AE3,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-45B,RS,N,O417816DAF,A,F,,39,23.1,10.5,,,,,178,20,134,114,Cut in tail - new wound,,,,,,"Thick ankle bands, almost a full collar - thin",
F100-2-2011-7,01/08/2011,F100-2-41B,WH,R,O417816EB8,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-20A,WH,R,O4178172A1,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-24A,LTG,R,O4178178O9,,,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-12B,RR,N,O417817A24,SA,F,,31.75,17.6,12.1,,,,,6,21,94,73,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-4A,WH,N,O417817CA1,A,F,,27.45,17.9,9.65,,,,,54,21,67,46,,,198,,,,very orange underneath,
F100-2-2011-7,01/08/2011,F100-2-16A,MR,R,O4178182A2,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-31B,RR,N,O417818763,A,F,Perforated,34.85,18.55,18.1,,,,,9,20,130,110,Cut in tail - new wound,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-9B,MR,R,O4178188DO,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-34B,LTG,R,O417818C88,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-10B,DTT,R,O41781917F,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-41A,DTT,N,O41781954A,A,F,Perforated,25.4,15.55,10.3,,,,,5,20,77,57,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-6A,RR,R,O41781999D,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-9A,LTG,R,O417819BO7,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-25B,RR,N,O417819C1O,A,F,Perforated,34.25,18.05,17.5,,,,,4,21,137,116,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-19B,LTG,R,O417819D88,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-21B,SS,N,O417819E44,A,M,Black patch above anus - testes?,27.2,17.5,15.4,,,,,63,20,75,55,Tear in left ear,,,,,,"very orange underneath - possibly CBS? Less of a distinctive orange stripe down side - blends in to the underparts. Photos 112-1819, -1823, -1824",
F100-2-2011-7,01/08/2011,F100-2-28A,CTRS,N,O417819ED9,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-13A,RR,N,O417819OD9,A,M,Testes,35.7,18.7,35.85,,,,,3,21,141,120,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-43B,WH,R,O41781A7F1,A,M,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-48B,RS,R,O41781AO99,A,F,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-44B,MR,R,O41781C4F9,A,M?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-36A,LTG,R,O41781E7C5,A,F?,,,,,,,,,,,,,,,,,,,,
F100-2-2011-7,01/08/2011,F100-2-3A,RR,N,O41781EO3E,A,F,Perforated,32.9,18.7,16,,,,,13,20,140,120,,,,,,,,
F100-1-2011-1,12/08/2011,F100-1-7A,LTG,N,NewDead21,A,F,,43.5,24.7,16.3,,,,,6,21,282,261,DIED,,209,,Ollie,RA (Unknown),,
F100-1-2011-1,12/08/2011,F100-1-33A,LTG,N,O416DA49O8,A,F,,43.4,22.5,19.4,,,,,14,21,354,333,,,202,,Ollie,Leah/RA,,
F100-1-2011-1,12/08/2011,F100-1-22B,WH,N,O4178157F9,A,M?,,25.9,15.5,8.55,,,,,50,21,73,52,,,,,Ollie,Leah/RA,,
F100-1-2011-1,12/08/2011,F100-1-43B,WH,N,O417815A37,A,M?,,27,16.2,12.25,,,,,45,21,65,44,,,213,,Ollie,Ollie/RA,,
F100-1-2011-1,12/08/2011,F100-1-21B,RS,N,O417815C9C,A,M,,41.9,23.3,18.35,,,,,116,20,145,125,"Cut in tail (new), two fresh wounds on underside near each hind leg",,216,,Leah,Leah/RA,"Thick ankle bands, thin broken collar, white tail tip",
F100-1-2011-1,12/08/2011,F100-1-9A,WH,N,O417815FEB,A,F,,25.35,18.65,8.8,,,,,24,20,68,48,,,204,,Leah,RA (Unknown),,
F100-1-2011-1,12/08/2011,F100-1-46A,RS,N,O41781615B,A,F,,34.75,22.3,8.05,,,,,87,21,119,98,,,215,,Ollie,Ollie/RA,,
F100-1-2011-1,12/08/2011,F100-1-40A,RS,N,O4178166B1,A,M,Testes? (black patch above anus),41.9,23.65,21.45,,,,,77,20,148,128,,,214,,Leah,Ollie/RA,"White tail tip, medium ankle bands, think broken collar",
F100-1-2011-1,12/08/2011,F100-1-5B,LTG,N,O417816799,A,F,,43.2,23.5,18,,,,,9,21,321,300,,,211,,Ollie,RA (Unknown),,
F100-1-2011-1,12/08/2011,F100-1-37A,RS,N,O417816ABC,A,F,Perforated,39.2,22.55,12.3,,,,,127,20,128,108,,,201,,Leah,Ollie/RA,"Thin ankle bands, ""no red under arms"", white tail tip",
F100-1-2011-1,12/08/2011,F100-1-36B,SS,N,O417816BF5,A,F,,24.9,16.5,9.65,,,,,74,20,64,44,"Tear in left ear, tip of tail missing (old wound)",,,,Leah,Ollie/RA,,
F100-1-2011-1,12/08/2011,F100-1-13B,RS,N,O417816O91,A,F,,37.8,22.4,9.85,,,,,98,20,119,99,,,206,,Leah,James,"White tail tip, thick ankle bands, thin broken collar",
F100-1-2011-1,12/08/2011,F100-1-3B,WH,N,O4178173B8,A,M?,,27.2,17.4,10.4,,,,,22,31,73,42,,,208,,Leah,RA (Unknown),,
F100-1-2011-1,12/08/2011,F100-1-41A,LTG,N,O417817O91,A,M,Testes? (black patch above anus),45.05,21.4,30.5,,,,,12,20,312,292,,,212,,Leah,Ollie/RA,,
F100-1-2011-1,12/08/2011,F100-1-29A,RS,N,O417818E1C,A,F,,39.4,22.9,10.2,,,,,87,21,129,108,,,205,,Ollie,Leah/RA,Thin incomplete collar,
F100-1-2011-1,12/08/2011,F100-1-17B,SS,N,O4178191ED,A,M,Testes? (black patch above anus),27,16.9,13.45,,,,,46,20,69,49,,,,,Leah,Leah/RA,,
F100-1-2011-1,12/08/2011,F100-1-26B,WH,N,O41781987B,SA,M?,,27,15.5,11.6,,,,,20,21,51,30,Missing 2/3rds of tail (old injury),,207,,Ollie,Leah/RA,,
F100-1-2011-1,12/08/2011,F100-1-34B,RS,N,O41781A6AB,A,M,,42.5,23.5,17.9,,,,,62,21,145,124,Bloody eye from leech,,203,,Ollie,Leah/RA,Incomplete collar,
F100-1-2011-1,12/08/2011,F100-1-24A,RS,N,O41781ADOD,A,F,,36.8,21.35,9.85,,,,,68,21,127,106,,,217,,Ollie,Leah/RA,,
F100-1-2011-1,12/08/2011,F100-1-4A,RS,N,O41781AOC8,A,F,,38.4,22.9,10.3,,,,,94,19,120,101,,,210,,Leah,RA (Unknown),"Thick ankle bands, thin broken collar, white tail tip, brown patch on belly, duller than normal RS",
F100-1-2011-2,13/08/2011,F100-1-21B,WH,R,O4178157F9,A,M?,,,,,,,,,,,,,All tail skinned in trap,,,,Leah,James,,
F100-1-2011-2,13/08/2011,F100-1-6A,RS,N,O41781627A,A,M,,40.75,23.3,17.7,,,,,70,21,131,110,,,,,Ollie,James,,
F100-1-2011-2,13/08/2011,F100-1-17B,SS,N,O41781678D,A,F,,26.35,16,7.65,,,,,72,20,61,41,,,,,Leah,James,,
F100-1-2011-2,13/08/2011,F100-1-44B,SS,N,O4178168F5,A,M,,25.4,16,13.9,,,,,56,21,70,49,,,,,Ollie,Ollie,,
F100-1-2011-2,13/08/2011,F100-1-45A,RS,N,O4178172BC,A,M,,39.35,23.2,15.6,,,,,87,20,131,111,,,218,,Ollie,Ollie,,
F100-1-2011-2,13/08/2011,F100-1-21A,WH,N,O417817C85,A,M?,,28.5,17,9.1,,,,,61,20,65,45,Half of tail skinned (new wound),,,,Leah,James,Forgot to fur clip,
F100-1-2011-2,13/08/2011,F100-1-8B,SS,N,O417818866,A,M,,24.55,15.6,13.5,,,,,46,20,72,52,"Cut on tail, new",,,,Ollie,James,,
F100-1-2011-2,13/08/2011,F100-1-12B,WH,N,O417818F6C,A,F?,,27,17.9,9.15,,,,,45,20,61,41,,,,,Leah,Mathiew,"White spot on belly, very orange underneath",
F100-1-2011-2,13/08/2011,F100-1-36A,LTG,N,O41781A6OC,A,F,,45.8,23.8,16.75,,,,,20,21,321,300,Cut on left back side and right hind leg,,219,,Ollie,Leah,,
F100-1-2011-2,13/08/2011,F100-1-9A,SS,N,O41781ADD4,A,F?,,26.1,17.5,10.75,,,,,36,19,78,59,,,,,Leah,James,,
F100-1-2011-3,14/08/2011,F100-1-46A,WH,N,O417815B7F,A,M,Testes,29,16.7,15.1,,,,,33,19,67,48,,,,,Leah,Opong,,
F100-1-2011-3,14/08/2011,F100-1-28A,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,James,Opong,,
F100-1-2011-3,14/08/2011,F100-1-45B,RS,R,O41781615B,A,F,,,,,,,,,,,,,,,,,,Opong,,
F100-1-2011-3,14/08/2011,F100-1-32A,SS,N,O4178168AB,A,M,,27.1,17.15,13.6,,,,,25,24,73,49,"End of tail missing (old), half remaining tail skinned (new), tear in L ear",,,,Leah,Opong,,
F100-1-2011-3,14/08/2011,F100-1-21B,RS,R,O417816O91,A,F,,,,,,,,,,,,,,,,,Leah,Siun,,
F100-1-2011-3,14/08/2011,F100-1-34A,WH,N,O4178173AD,A,M,,27.6,16.25,13.15,,,,,13,25,63,38,"Half tail missing (recent), tear in r ear",,,,Leah,Siun,,
F100-1-2011-3,14/08/2011,F100-1-3B,WH,R,O4178173B8,A,M?,,,,,,,,,,,,,,,,,James,Ollie + Ras,,
F100-1-2011-3,14/08/2011,F100-1-13B,RS,N,O41781763B,A,F,,37.25,22,9.45,,,,,138,20,121,101,Cut in tail (new),,,,Leah,Ollie,"Orange spot, thin almost full collar, thick ankle bands, white tail tip",
F100-1-2011-3,14/08/2011,F100-1-21A,WH,R,O417817C85,A,M?,,,,,,,,,,,,,Half tail skinned (recent),,,,Leah,Siun,,
F100-1-2011-3,14/08/2011,F100-1-33B,SS,N,O417818734,A,F?,,27.65,17.9,10.25,,,,,47,24,78,54,,,,,Leah,Siun,,
F100-1-2011-3,14/08/2011,F100-1-25A,SS,N,O4178188DD,A,F?,,24.3,17.7,10.55,,,,,44,20,71,51,Chunk of right ear missing,,,,Leah,Opong,Quite orange underneath,
F100-1-2011-3,14/08/2011,F100-1-4A,RS,N,O417818DF3,A,M,Black patch / testes,40.95,23.65,24,,,,,73,19,147,128,"Half tail missing (recent, healing), end looks quite swollen and red",,,,Leah,Leah,"Thick ankle bands, small patch of red under arms",
F100-1-2011-3,14/08/2011,F100-1-44B,WH,N,O41781983C,A,M,,27.85,16.45,17.75,,,,,32,27,74,47,Tear in left ear,,,,Leah,Opong,,
F100-1-2011-3,14/08/2011,F100-1-34B,RS,R,O41781A6AB,A,M,,,,,,,,,,,,,,,,,James,Siun,,
F100-1-2011-3,14/08/2011,F100-1-23A,RS,R,O41781ADOD,A,F,,,,,,,,,,,,,,,,,,Siun,,
F100-1-2011-3,14/08/2011,F100-1-31B,MR,N,O417O69CD5,A,M,,42.05,20.05,26,,,,,11,23,207,184,,,,,Leah,Opong,,
F100-1-2011-4,15/08/2011,F100-1-22B,WH,R,O4178157F9,A,M?,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-4,15/08/2011,F100-1-44A,WH,R,O417815B7F,A,M,,,,,,,,,,,,,,,,,Leah,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-21A,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-4,15/08/2011,F100-1-13B,FSGSQ,N,O417816325,A,F,,44.5,15.4,8.8,204.7,137.4,,,3,20,206,186,,,,,Leah,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-2B,SS,R,O41781678D,A,F,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-4,15/08/2011,F100-1-37A,RS,R,O417816ABC,A,F,,,,,,,,,,,,,,,,,James,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-28A,RS,R,O417816O91,A,F,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-4,15/08/2011,F100-1-5A,FSGSQ,N,O417817656,A,F,,44.6,15.2,7.9,202,137.2,,,5,21,211,190,Tail broken off at end - from trap,,,,Leah,James,,
F100-1-2011-4,15/08/2011,F100-1-47A,LTG,R,O417817O91,A,M,,,,,,,,,,,,,End of tail caught in door,,,,,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-17B,MR,N,O417818EF4,A,F,Perforated,44.5,20.85,20.45,,,,,13,21,241,220,,,,,Leah,Leah,,
F100-1-2011-4,15/08/2011,F100-1-25A,LTG,N,O41781921C,A,F,,47.8,23.1,15.35,,,,,23,20,288,268,,,221,,Leah,James,,
F100-1-2011-4,15/08/2011,F100-1-44B,WH,R,O41781983C,A,M,,,,,,,,,,,,,,,,,Leah,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-27B,WH,R,O41781987B,SA,M?,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-4,15/08/2011,F100-1-42B,LSQ,N,O417819D37,A,M,Testes,33.9,13.55,17.7,130.2,67.1,,,22,22,103,81,,,,,Leah,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-19B,RS,R,O41781ADOD,A,F,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-4,15/08/2011,F100-1-13A,LTG,N,O417O839A5,A,M,Testes,45.3,23.9,32.15,,,,,39,21,288,267,"Cut half way down tail, recent wound, will probably lose it",,220,,Leah,Mathiew,,
F100-1-2011-4,15/08/2011,F100-1-29B,?,,,,,,,,,,,,,,,,,,y,,,,James,OMIT,
F100-1-2011-5,16/08/2011,F100-1-44A,WH,R,O417815B7F,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-5,16/08/2011,F100-1-28A,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-43B,RS,R,O41781615B,A,F,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-5,16/08/2011,F100-1-11A,RS,R,O41781627A,A,M,,,,,,,,,,,,,,,,,James,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-47B,RS,R,O4178166B1,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-5,16/08/2011,F100-1-27B,SS,R,O41781678D,A,F,,,,,,,,,,,,,,,,,Leah,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-46B,SS,R,O4178168F5,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-5,16/08/2011,F100-1-21A,RS,R,O417816O91,A,F,,,,,,,,,,,,,End of tail skinned (new),,,,Leah,James,,
F100-1-2011-5,16/08/2011,F100-1-45A,RS,R,O4178172BC,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-5,16/08/2011,F100-1-20A,RS,R,O41781763B,A,F,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-5,16/08/2011,F100-1-17B,LGTRS,N,O417817F6B,A,M,Testes,44.5,13,,207.5,175.65,,42.5,3,20,217,197,,,,,Leah,James,,
F100-1-2011-5,16/08/2011,F100-1-16B,MR,N,O4178183CD,A,F,Perforated,40.85,20.65,20.1,,,,,41,20,225,205,,,,,Leah,James,,
F100-1-2011-5,16/08/2011,F100-1-34A,SS,R,O417818734,A,F?,,,,,,,,,,,,,,,,,Mathiew,James,"Snake in trap with regurgitated rat. possibly RS. Snake: green front, black tail.",
F100-1-2011-5,16/08/2011,F100-1-25A,SS,R,O4178188DD,A,F?,,,,,,,,,,,,,,,,,Leah,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-24B,LGTRS,N,O417818D9B,A,F,,44.3,14.75,,206.75,169.2,,40.7,5,20,192,172,,,,,Leah,James,,
F100-1-2011-5,16/08/2011,F100-1-6B,SLTRS,N,O417818FC2,A,F,,39.7,11.15,,150.95,174.9,,23.9,11,20,84,64,,,,,Leah,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-44B,WH,R,O41781983C,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-5,16/08/2011,F100-1-41B,RS,N,O417819EDE,A,M,,38.65,22.5,17.6,,,,,130,20,130,110,,,,,Leah,Leah,"Thick ankle bands, thick broken collar, white tail tip",
F100-1-2011-5,16/08/2011,F100-1-4B,SS,N,O41781A28C,A,F,Perforated,26,17.65,9.2,,,,,32,33,84,51,,,,,Leah,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-40A,DTT,N,O41781A4FB,A,F,,25.6,15,9.2,,,,,12,25,82,57,,,222,,Leah,James,,
F100-1-2011-5,16/08/2011,F100-1-26A,RS,R,O41781A6AB,A,M,,,,,,,,,,,,,,,,,Leah,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-10A,SS,R,O41781ADD4,A,F?,,,,,,,,,,,,,,,,,,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-3A,RS,R,O41781AOC8,A,F,,,,,,,,,,,,,,,,,James,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-10B,FSGSQ,N,O417O837O2,A,M,Testes,46.05,16.5,39.05,208.1,141,,,8,20,213,193,,,,,Leah,Mathiew,,
F100-1-2011-5,16/08/2011,F100-1-14A,LTG,R,O417O839A5,A,M,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-33B,LTG,R,O416DA49O8,A,F,,,,,,,,,,,,,,,,,James,Mathiew,,
F100-1-2011-6,17/08/2011,F100-1-6A,LSQ,N,O4173BF8C3,A,M,Testes,33.25,12.15,25.35,123.5,95.6,,,18,19,114,95,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-44B,WH,R,O417815B7F,A,M,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-17A,SS,N,O417815FB2,A,M,"""Bulge"" - testes",27,16.5,13.65,,,,,60,19,71,52,Cut on nose (new),,,,Leah,Mathiew,,
F100-1-2011-6,17/08/2011,F100-1-19B,WH,R,O417815FEB,A,F,,,,,,,,,,,,,,,,,Leah,Mathiew,,
F100-1-2011-6,17/08/2011,F100-1-10B,RS,R,O41781627A,A,M,,,,,,,,,,,,,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-4A,WH,N,O417816296,A,F?,,27.2,17.05,10.05,,,,,20,19,59,40,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-5B,LTG,R,O417816799,A,F,,,,,,,,,,,,,,,,,James,James,,
F100-1-2011-6,17/08/2011,F100-1-33A,MR,N,O417816822,A,M,,43.6,22.35,31.9,,,,,41,20,255,,End of tail missing (old),,,,Leah,Mathiew,,
F100-1-2011-6,17/08/2011,F100-1-47A,WH,N,O4178168F6,A,F?,,26.8,19.35,8.95,,,,,28,20,58,38,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-20A,RS,R,O417816O91,A,F,,,,,,,,,,,,,End of tail skinned (new),,,,Leah,Leah,,
F100-1-2011-6,17/08/2011,F100-1-32B,WH,R,O4178173AD,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-6,17/08/2011,F100-1-32A,SS,R,O4178188DD,A,F?,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-6,17/08/2011,F100-1-3B,RS,R,O417818DF3,A,M,,,,,,,,,,,,,,,,,James,James,,
F100-1-2011-6,17/08/2011,F100-1-28B,RS,R,O417818E1C,A,F,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-6,17/08/2011,F100-1-41B,DTT,N,O417818OD3,A,M,Testes,27.6,16.55,24.3,,,,,10,19,85,66,,,223,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-26A,LTG,R,O41781921C,A,F,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-6,17/08/2011,F100-1-43B,SS,N,O4178196CA,A,M,Testes,27.3,16.9,14.45,,,,,38,20,80,60,,,,,Leah,James,,
F100-1-2011-6,17/08/2011,F100-1-4B,RS,R,O41781AOC8,A,F,,,,,,,,,,,,,,,,,James,James,,
F100-1-2011-6,17/08/2011,F100-1-13B,HTSQ,N,O41781C926,A,F,,55.35,16.85,8.85,234.15,237.25,,,4,25,326,301,,,,,Leah,Mathiew,,
F100-1-2011-6,17/08/2011,F100-1-26B,MR,R,O417O69CD5,A,M,,,,,,,,,,,,,,,,,James,Leah,,
F100-1-2011-7,18/08/2011,F100-1-39B,LTG,R,O416DA49O8,A,F,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-19B,WH,R,O4178157F9,A,M?,,,,,,,,,,,,,Only stub of tail,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-36A,WH,R,O417815A37,A,M?,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-44A,WH,R,O417815B7F,A,M,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-28A,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,Ollie,James,tiny fur clip,
F100-1-2011-7,18/08/2011,F100-1-47B,RS,R,O4178166B1,A,M,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-48A,WH,R,O4178168F6,A,F?,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-2B,WH,N,O417816O84,A,F,,25.9,15.9,5.85,,,,,19,21,63,42,Tear in left ear - V shaped chunk out,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-44B,RS,R,O4178172BC,A,M,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-33A,WH,R,O4178173AD,A,M,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-20A,RS,R,O41781763B,A,F,,,,,,,,,,,,,,,,,Ollie,Leah,,
F100-1-2011-7,18/08/2011,F100-1-37B,LSQ,N,O417817C67,A,F,,34.7,,,,,,,0,21,112,91,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-25B,LGTRS,R,O417817F6B,A,M,,,,,,,,,,,,,,,,,,James,,
F100-1-2011-7,18/08/2011,F100-1-40B,LTG,R,O417817O91,A,M,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-6A,DTT,N,O417818623,A,F,,23.4,16.2,7.75,,,,,25,21,71,50,,,226,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-11A,LGTRS,R,O417818D9B,A,F,,,,,,,,,,,,,,,,,Ollie,Leah,,
F100-1-2011-7,18/08/2011,F100-1-3B,RS,R,O417818DF3,A,M,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-16A,DTT,N,O4178198B5,A,F,Perforated,24.9,13.7,8.1,,,,,8,23,85,62,,,224,,Ollie,Leah,,
F100-1-2011-7,18/08/2011,F100-1-40A,RS,R,O417819EDE,A,M,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-31A,RS,R,O41781A6AB,A,M,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-45A,LTG,R,O41781A6OC,A,F,,,,,,,,,,,,,,,,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-21A,RS,N,O41781AC4D,A,M,,41.6,22.1,18.4,,,,,90,21,138,117,,,,,Ollie,Leah,,
F100-1-2011-7,18/08/2011,F100-1-23A,DTT,N,O41781AD2E,A,M,Testes,25.1,17.2,22.1,,,,,22,22,90,68,,,225,,Ollie,Mathiew,,
F100-1-2011-7,18/08/2011,F100-1-10A,SS,R,O41781ADD4,A,F?,,,,,,,,,,,,,,,,,Ollie,Leah,Escaped at processing area (trap station 29) - Shahreen,
F100-1-2011-7,18/08/2011,F100-1-4B,RS,R,O41781AOC8,A,F,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-21B,CTRS,N,O41781E1F1,A,M,,,,,190.2,181.25,,34.3,0,,,,,,,,Ollie,Mathiew,"Reddish orange under neck and chest. No weight or HF, but changed ID to CTRS, based on the MZ and HB/T measurements and the identification as CTRS on subsequent capture in 2012. Needs checking if caught again.",
F100-1-2011-7,18/08/2011,F100-1-31B,MR,R,O417O69CD5,A,M,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2011-7,18/08/2011,F100-1-12A,LTG,R,O417O839A5,A,M,,,,,,,,,,,,,,,,,Ollie,Leah,,
