Unnamed: 0,date,trap_N,block,family,census,block_trap_census,plot
28215,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28216,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28217,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28218,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28219,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28220,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28221,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28222,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28223,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28224,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28225,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28226,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28227,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28228,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28229,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28230,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28231,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28232,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28233,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28234,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28235,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28236,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28237,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28238,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28239,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28240,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28241,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28242,2012-06-28,544,OP3,Staphylinidae,P3,OP3_544_P3,OP3
28243,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28244,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28245,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28246,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28247,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28248,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28249,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28250,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28251,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28252,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28253,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28254,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28255,2012-06-28,545,OP,Nitidulidae,P3,OP_545_P3,OP
28256,2012-06-28,545,OP,Carabidae,P3,OP_545_P3,OP
28257,2012-06-28,545,OP,Biphyllidae,P3,OP_545_P3,OP
28258,2012-06-28,545,OP,Biphyllidae,P3,OP_545_P3,OP
28259,2012-06-28,545,OP,Biphyllidae,P3,OP_545_P3,OP
28260,2012-06-28,545,OP,Leiodidae,P3,OP_545_P3,OP
28261,2012-06-28,545,OP,Staphylinidae,P3,OP_545_P3,OP
28262,2012-06-28,545,OP,Limnichidae,P3,OP_545_P3,OP
28263,2012-06-28,545,OP,Silvanidae,P3,OP_545_P3,OP
28264,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28265,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28266,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28267,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28268,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28269,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28270,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28271,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28272,2012-06-28,545,OP,Curculionidae,P3,OP_545_P3,OP
28273,2011-11-20,545,OP,Chrysomelidae,P2,OP_545_P2,OP
28274,2011-11-20,545,OP,Curculionidae,P2,OP_545_P2,OP
28275,2011-02-23,545,OP,Carabidae,P1,OP_545_P1,OP
28276,2011-02-23,545,OP,Carabidae,P1,OP_545_P1,OP
28277,2011-02-23,545,OP,Nitidulidae,P1,OP_545_P1,OP
28278,2011-02-23,545,OP,Curculionidae,P1,OP_545_P1,OP
28279,2011-02-23,545,OP,Staphylinidae,P1,OP_545_P1,OP
28280,2011-02-23,545,OP,Staphylinidae,P1,OP_545_P1,OP
28281,2011-02-23,545,OP,Staphylinidae,P1,OP_545_P1,OP
28282,2011-02-23,545,OP,Nitidulidae,P1,OP_545_P1,OP
28283,2011-02-23,545,OP,Staphylinidae,P1,OP_545_P1,OP
28284,2011-02-23,545,OP,Biphyllidae,P1,OP_545_P1,OP
28285,2011-02-23,545,OP,Limnichidae,P1,OP_545_P1,OP
28286,2011-02-23,545,OP,Ptilidae,P1,OP_545_P1,OP
28287,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28288,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28289,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28290,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28291,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28292,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28293,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28294,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28295,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28296,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28297,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28298,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28299,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28300,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28301,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28302,2011-02-23,545,OP3,Staphylinidae,P1,OP3_545_P1,OP3
28303,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28304,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28305,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28306,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28307,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28308,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28309,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28310,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28311,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28312,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28313,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28314,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28315,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28316,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28317,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28318,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28319,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28320,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28321,2012-06-28,545,OP3,Staphylinidae,P3,OP3_545_P3,OP3
28322,2012-06-28,546,OP,Erotylidae,P3,OP_546_P3,OP
28323,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28324,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28325,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28326,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28327,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28328,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28329,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28330,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28331,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28332,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28333,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28334,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28335,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28336,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28337,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28338,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28339,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28340,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28341,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28342,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28343,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28344,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28345,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28346,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28347,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28348,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28349,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28350,2012-06-28,546,OP,Curculionidae,P3,OP_546_P3,OP
28351,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28352,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28353,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28354,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28355,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28356,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28357,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28358,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28359,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28360,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28361,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28362,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28363,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28364,2012-06-28,546,OP,Biphyllidae,P3,OP_546_P3,OP
28365,2012-06-28,546,OP,Nitidulidae,P3,OP_546_P3,OP
28366,2012-06-28,546,OP,Nitidulidae,P3,OP_546_P3,OP
28367,2012-06-28,546,OP,Leiodidae,P3,OP_546_P3,OP
28368,2011-11-20,546,OP,Curculionidae,P2,OP_546_P2,OP
28369,2011-11-20,546,OP3,Staphylinidae,P2,OP3_546_P2,OP3
28370,2012-06-28,546,OP3,Staphylinidae,P3,OP3_546_P3,OP3
28371,2012-06-28,546,OP3,Staphylinidae,P3,OP3_546_P3,OP3
28372,2012-06-28,547,OP,Endomychidae,P3,OP_547_P3,OP
28373,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28374,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28375,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28376,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28377,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28378,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28379,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28380,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28381,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28382,2012-06-28,547,OP,Staphylinidae,P3,OP_547_P3,OP
28383,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28384,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28385,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28386,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28387,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28388,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28389,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28390,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28391,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28392,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28393,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28394,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28395,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28396,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28397,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28398,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28399,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28400,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28401,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28402,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28403,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28404,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28405,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28406,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28407,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28408,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28409,2012-06-28,547,OP,Clambidae,P3,OP_547_P3,OP
28410,2012-06-28,547,OP,Biphyllidae,P3,OP_547_P3,OP
28411,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28412,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28413,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28414,2012-06-28,547,OP,Curculionidae,P3,OP_547_P3,OP
28415,2012-06-28,547,OP,Nitidulidae,P3,OP_547_P3,OP
28416,2011-11-20,547,OP,Curculionidae,P2,OP_547_P2,OP
28417,2011-11-20,547,OP,Curculionidae,P2,OP_547_P2,OP
28418,2011-11-20,547,OP,Nitidulidae,P2,OP_547_P2,OP
28419,2011-11-20,547,OP3,Staphylinidae,P2,OP3_547_P2,OP3
28420,2012-06-28,547,OP3,Staphylinidae,P3,OP3_547_P3,OP3
28421,2012-06-28,547,OP3,Staphylinidae,P3,OP3_547_P3,OP3
28422,2012-06-28,548,OP,Curculionidae,P3,OP_548_P3,OP
28423,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28424,2012-06-28,548,OP,Erotylidae,P3,OP_548_P3,OP
28425,2012-06-28,548,OP,Erotylidae,P3,OP_548_P3,OP
28426,2012-06-28,548,OP,Erotylidae,P3,OP_548_P3,OP
28427,2012-06-28,548,OP,Curculionidae,P3,OP_548_P3,OP
28428,2012-06-28,548,OP,Curculionidae,P3,OP_548_P3,OP
28429,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28430,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28431,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28432,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28433,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28434,2012-06-28,548,OP,Nitidulidae,P3,OP_548_P3,OP
28435,2011-11-20,548,OP,Nitidulidae,P2,OP_548_P2,OP
28436,2011-11-20,548,OP,Nitidulidae,P2,OP_548_P2,OP
28437,2011-11-20,548,OP,Curculionidae,P2,OP_548_P2,OP
28438,2012-06-28,548,OP3,Staphylinidae,P3,OP3_548_P3,OP3
28439,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28440,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28441,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28442,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28443,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28444,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28445,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28446,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28447,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28448,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28449,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28450,2012-06-28,549,OP,Biphyllidae,P3,OP_549_P3,OP
28451,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28452,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28453,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28454,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28455,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28456,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28457,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28458,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28459,2012-06-28,549,OP,Biphyllidae,P3,OP_549_P3,OP
28460,2012-06-28,549,OP,Biphyllidae,P3,OP_549_P3,OP
28461,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28462,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28463,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28464,2012-06-28,549,OP,Curculionidae,P3,OP_549_P3,OP
28465,2012-06-28,549,OP,Biphyllidae,P3,OP_549_P3,OP
28466,2012-06-28,549,OP,Erotylidae,P3,OP_549_P3,OP
28467,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28468,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28469,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28470,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28471,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28472,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28473,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28474,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28475,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28476,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28477,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28478,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28479,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28480,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28481,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28482,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28483,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28484,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28485,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28486,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28487,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28488,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28489,2011-02-23,549,OP,Nitidulidae,P1,OP_549_P1,OP
28490,2011-02-23,549,OP,Nitidulidae,P1,OP_549_P1,OP
28491,2011-02-23,549,OP,Nitidulidae,P1,OP_549_P1,OP
28492,2011-02-23,549,OP,Nitidulidae,P1,OP_549_P1,OP
28493,2011-02-23,549,OP,Biphyllidae,P1,OP_549_P1,OP
28494,2011-02-23,549,OP,Limnichidae,P1,OP_549_P1,OP
28495,2011-02-23,549,OP,Limnichidae,P1,OP_549_P1,OP
28496,2011-02-23,549,OP,Limnichidae,P1,OP_549_P1,OP
28497,2011-02-23,549,OP,Limnichidae,P1,OP_549_P1,OP
28498,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28499,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28500,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28501,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28502,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28503,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28504,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28505,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28506,2011-11-20,549,OP,Nitidulidae,P2,OP_549_P2,OP
28507,2011-02-23,549,OP,Curculionidae,P1,OP_549_P1,OP
28508,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28509,2011-11-20,549,OP,Curculionidae,P2,OP_549_P2,OP
28510,2011-11-20,549,OP,Nitidulidae,P2,OP_549_P2,OP
28511,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28512,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28513,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28514,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28515,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28516,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28517,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28518,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28519,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28520,2011-02-23,549,OP3,Staphylinidae,P1,OP3_549_P1,OP3
28521,2012-06-28,550,OP,Biphyllidae,P3,OP_550_P3,OP
28522,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28523,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28524,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28525,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28526,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28527,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28528,2012-06-28,550,OP,Biphyllidae,P3,OP_550_P3,OP
28529,2012-06-28,550,OP,Biphyllidae,P3,OP_550_P3,OP
28530,2012-06-28,550,OP,Biphyllidae,P3,OP_550_P3,OP
28531,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28532,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28533,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28534,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28535,2012-06-28,550,OP,Nitidulidae,P3,OP_550_P3,OP
28536,2011-11-20,550,OP,Curculionidae,P2,OP_550_P2,OP
28537,2011-11-20,550,OP,Nitidulidae,P2,OP_550_P2,OP
28538,2011-11-20,550,OP,Nitidulidae,P2,OP_550_P2,OP
28539,2011-11-20,550,OP,Nitidulidae,P2,OP_550_P2,OP
28540,2011-11-20,550,OP,Nitidulidae,P2,OP_550_P2,OP
28541,2011-11-20,550,OP,Scarabaeidae,P2,OP_550_P2,OP
28542,2011-11-20,550,OP,Curculionidae,P2,OP_550_P2,OP
28543,2011-11-20,550,OP,Curculionidae,P2,OP_550_P2,OP
28544,2011-11-20,550,OP3,Staphylinidae,P2,OP3_550_P2,OP3
28545,2011-11-20,550,OP3,Staphylinidae,P2,OP3_550_P2,OP3
28546,2012-06-28,551,OP,Eucnemidae,P3,OP_551_P3,OP
28547,2012-06-28,551,OP,Erotylidae,P3,OP_551_P3,OP
28548,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28549,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28550,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28551,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28552,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28553,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28554,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28555,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28556,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28557,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28558,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28559,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28560,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28561,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28562,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28563,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28564,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28565,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28566,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28567,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28568,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28569,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28570,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28571,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28572,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28573,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28574,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28575,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28576,2012-06-28,551,OP,Curculionidae,P3,OP_551_P3,OP
28577,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28578,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28579,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28580,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28581,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28582,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28583,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28584,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28585,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28586,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28587,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28588,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
28589,2011-02-23,551,OP,Curculionidae,P1,OP_551_P1,OP
