Occasion ,Date,Trap ID,Species,N/R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight (g),Gross Weight,Net Weight,Parasites,Fat Score,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Fur Sample ID,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Flagged
E1-2-2011-7,05/06/2011,E1-2-19A,WH,R,O417817AF2,A,M?,,,,,,,,,,,,,,,,20,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-35B,LGTRS,R,O417818315,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-46B,RS,R,O4178183EA,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-20B,RS,R,O41781842C,A,M?,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-14B,DTT,R,O417818AFO,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-26B,WH,R,O417818BB9,A,M?,,,,,,,,,,,,,,,,25,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-23B,MR,R,O417818CCC,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-24B,WH,R,O417818O8F,SA,F,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-6B,MR,R,O41781919O,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-34B,SS,R,O417819279,A,F?,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-19B,DTT,R,O4178192FF,A,M,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-15B,LTG,R,O417819453,A,M,,,,,,,,,,,,,,,,18,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-20A,RS,R,O4178196OC,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-27A,WH,R,O417819955,SA,F,,,,,,,,,,,,,,,,26,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-41B,RS,N,O417819A8B,A,M,,42.35,23.4,21.1,,,,,20,146,126,150,,,,15,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-48B,RS,R,O417819ACB,A,M?,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-12B,RS,R,O417819AF4,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-25A,RS,R,O417819D7D,SA,M,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-4B,WH,N,O41781A3D8,SA,F,,27.5,18.05,3.2,,,,,20,59,39,56,,,,24,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-18A,WH,R,O41781A587,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-17B,DTT,R,O41781A922,A,F,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-18B,WH,R,O41781A97O,A,F,,,,,,,,,,,,,,,,21,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-25B,LETRS,N,O41781AB53,A,M,Testes,31.15,,,122.35,155,,,20,69,49,7,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-7A,SS,N,O41781ACC8,A,M,,25.7,16,13.7,,,,,19,71,52,27,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-47A,LTG,R,O41781AOD3,A,F,,,,,,,,,,,,,,Tail cut off - new wound,,30,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-37B,WH,R,O41781BDDF,A,M?,,,,,,,,,,,,,,,,,,,,,,,
E1-2-2011-7,05/06/2011,E1-2-2A,RS,N,O41781E7C1,SA,F,,41.4,26.6,20.9,,,,,20,134,114,149,,,,19,,,,,,,
E1-2-2012-1,25/03/2012,E1-2-16B,WH,R,O4173BF12C,A,F,,27.25,16.4,9.65,,,,,13,59,46,57,,"Lost all but 1"" of tail (old injury)",,620,30,,,,Faye,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-32A,WH,R,O4173BF778,A,M,,26.5,17,13.9,,,,,13,61,48,58,,,,612,19,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-45B,WH,R,O4173C16O6,A,F,,25.05,17.05,8.9,,,,,13,54,41,24,,,,631,,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-41A,CTRS,R,O417817582,A,F,2 pairs mammae,46.9,,,201.55,193.25,,35.55,38,241,203,0,,Damaged skin on nose,,,,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-32B,LTG,R,O4178175F9,A,F,Perforated,41,25,18.85,,,,,13,275,262,0,,,,,,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-16A,LSQ,N,O417817A88,A,F,,,,9.4,131.15,30.75 (broken),,,13,109,96,5,,Evidence of old injury - large bald patch on L hand side of venter. Also broken tail - very short.,,,23,,,,Ollie,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-39A,SS,N,O417817BAA,A,F,Bald area between anus and genitalia,26.35,17.2,10.3,,,,,13,75,62,66,,,,617,29,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-38A,RS,R,O4178183EA,A,M,,39.6,23.3,19.9,,,,,13,149,136,87,,,,625,36,,,,Matt,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-29A,WH,R,O4178189CE,A,M,,28.6,18.4,15.3,,,,,13,68,55,48,,Lost end of tail (old injury),,616,24,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-37A,FSGSQ,N,O417819527,A,M,Testes with large epididymis,,,41.65,173.25,101.9,,,12,179,167,4,,,,,21,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-21A,RS,R,O4178196OC,A,F,,36.5,23,10.9,,,,,13,132,119,120,,,,622,34,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-18A,MR,R,O41781997F,A,M,,38.3,19.3,28.1,,,,,200,13,187,37,,,,611,18,,,,Matt,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-47A,WH,N,O417819AA1,J,F?,,26.05,16.85,5.8,,,,,13,44,31,45,,,,621,,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-20B,WH,R,O41781A392,A,F,,26.1,14.7,10.55,,,,,13,76,63,48,,Left ear mangled. Stub of tail (probably from past trapping?),,619,31,,,,Ollie,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-14B,WH,R,O41781A45D,A,F,Nipples,26.5,16.3,9.75,,,,,13,63,50,28,,Lost half of tail (old injry),,,28,,,,Faye,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-46B,SS,N,O41781A4C8,A,M,"Testes (bald of fur) above anus - not large, but present",26.8,17.6,14.5,,,,,13,61,48,131,,,,624,35,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-27B,LTG,R,O41781AOD3,A,F,"Perforated, 3xpairs nips",42.2,22.5,18.1,,,,,13,335,322,9,,Lost half of tail (old injury),,,26,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-4B,WH,N,O41781B9AD,A,M,Small testes,27.5,17,18.7,,,,,13,69,56,28,,,,613,20,,,,Matt,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-7B,RS,R,O41781E7C1,A,F,,40.7,24.3,14.1,,,,,13,123,110,52,,,,,,,,,Matt,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-45A,RS,R,O41781F5OB,A,M,Testes,40,22.6,17.9,,,,,13,157,144,88,,Tissue sample ring obvious. ,,,,,,,Ollie,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-17B,RS,N,O4178C3353,A,F,,38.4,22.7,14.9,,,,,13,129,116,83,,,,618,32,,,,Matt,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-25A,LSQ,N,O4178C34AB,A,M,Testes,32.1,,22.2,126.15,88,,,13,100,87,0,,,,,,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-4A,WH,N,O4178C356D,SA,M?,,28.1,18.1,11.7,,,,,13,46,33,10,,,,614,,,,,Matt,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-34B,WH,N,O4178C3643,SA,F?,,25.3,15.1,7.9,,,,,13,43,30,49,,,,628,,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-37B,LSQ,N,O4178C387A,A,F,,30.9,,8.4,131.9,77.45,,,13,91,78,10,,,,,22,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-33A,WH,N,O4178C3FF8,A,M,,27.3,16.1,14.3,,,,,13,57,44,40,,,,623,33,,,,Matt,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-48A,WH,N,O4178C4DA8,A,M,,25.7,18.4,14.2,,,,,13,63,50,19,,,,629,,,,,Matt,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-43B,DTT,N,O4178C59A2,A,F,,25.3,16,9.7,,,,,13,45,32,10,,,,627,38,,,,Matt,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-22A,WH,N,O4178C6EA8,A,M?,,27,15,14.2,,,,,13,48,35,67,,,,626,37,,,,Faye,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-8A,WH,N,O4178C7A35,A,F,,26.4,18,10.3,,,,,13,66,53,22,,,,615,25,,,,Matt,Faye & Matt,
E1-2-2012-1,25/03/2012,E1-2-41B,CTRS,N,O4178C852C,A,M,,47.5,,,187.7,175.9,,34.4,13,193,180,0,,,,,,,,,Matt,"Ollie's Team (Ollie, Mike, Mus)",
E1-2-2012-1,25/03/2012,E1-2-34A,RS,N,O4178C85O8,A,M,Testes,40.2,24.9,20.5,,,,,13,149,136,152,,,,630,,,,,Faye,"Ollie's Team (Ollie, Mike, Mus)",Y
E1-2-2012-2,26/03/2012,E1-2-18A,LTG,N,O416DA2A23,A,F,Perforated,46.8,24.5,18.5,,,,,13,340,327,6,,,,632,40,,,,Matt,Shahreen,
E1-2-2012-2,26/03/2012,E1-2-38B,WH,R,O4173C16O6,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E1-2-2012-2,26/03/2012,E1-2-40A,MR,R,O4178163C9,A,M,,42.4,20,20.1,,,,,13,235,220,6,,Probably heart failure,,643,47,,,,Matt,James,
E1-2-2012-2,26/03/2012,E1-2-23B,SLTRS,R,O41781665F,A,F,2 pairs mammae,40.05,,,133.9,183.85,,,37,127,90,0,,Injured nose from banging on trap door,,,,,,,Ollie,Shahreen,
E1-2-2012-2,26/03/2012,E1-2-16A,MR,R,O4178169DE,A,F,,37.65,18.7,20.05,,,,,37,200,163,10,,,,635,42,,,,Ollie,Eric,
E1-2-2012-2,26/03/2012,E1-2-28A,DTT,N,O41781732D,A,F,,24.15,15.75,10.1,,,,,13,71,58,6,,,,648,50,,,,Ollie,Faye,
E1-2-2012-2,26/03/2012,E1-2-39A,SS,R,O4178177F2,A,M,Testes with epididymis,26.05,16.65,13.3,,,,,13,73,60,52,,,,642,46,,,,Ollie,James,
E1-2-2012-2,26/03/2012,E1-2-30B,WH,R,O4178189CE,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Faye,
E1-2-2012-2,26/03/2012,E1-2-18B,WH,R,O417818O8F,A,F,,26.65,16.2,7.5,,,,,12,57,45,44,,,,633,,,,,Ollie,Shahreen,
E1-2-2012-2,26/03/2012,E1-2-33B,LSQ ,N,O41781982O,A,F,3 pairs of mammae,30.45,,5.9,127.15,95.3,,,37,137,100,0,,,,,,,,,Ollie,James,
E1-2-2012-2,26/03/2012,E1-2-42A,WH,R,O417819AA1,J,F?,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,
E1-2-2012-2,26/03/2012,E1-2-12B,SS,N,O41781A42E,A,M,Testes with epididymis,27.85,16.35,11.4,,,,,13,67,54,38,,,,645,38,,,,Ollie,Eric,
E1-2-2012-2,26/03/2012,E1-2-7A,SS,R,O41781ACC8,A,M,,26.3,14.95,11.5,,,,,13,70,57,25,,,,634,41,,,,Faye,Mike,
E1-2-2012-2,26/03/2012,E1-2-5A,WH,R,O41781B9AD,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Mike,
E1-2-2012-2,26/03/2012,E1-2-4B,MR,N,O4178C356C,J,M?,,35.55,18.85,16.65,,,,,13,102,89,3,,,,636,,,,,Faye,Mike,
E1-2-2012-2,26/03/2012,E1-2-31A,WH,R,O4178C3643,SA,F?,,,,,,,,,,,,,,,,,,,,,Ollie,Faye,
E1-2-2012-2,26/03/2012,E1-2-41A,DTT,N,O4178C427B,A,F,"Perforated, nipples, distended tummy - pregs",24.8,15.6,11,,,,,13,77,64,8,,,,647,49,,,,Faye,James,
E1-2-2012-2,26/03/2012,E1-2-33A,DTT,N,O4178C481A,A,M,,25.1,14.4,11.3,,,,,13,52,39,6,,grazed nose,,650,52,,,,Matt,James,
E1-2-2012-2,26/03/2012,E1-2-48A,WH,R,O4178C4DA8,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Mike,
E1-2-2012-2,26/03/2012,E1-2-45B,DTT,R,O4178C59A2,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,
E1-2-2012-2,26/03/2012,E1-2-42B,SS,N,O4178C65C8,A,M,,26.4,14.5,12.4,,,,,13,63,50,78,,,,639,43,,,,Faye,Ollie,
E1-2-2012-2,26/03/2012,E1-2-37B,DTT,N,O4178C67A2,SA,F?,,25.5,14.8,5.7,,,,,13,51,38,4,,,,649,51,,,,Faye,James,
E1-2-2012-2,26/03/2012,E1-2-25B,WH,N,O4178C6C83,J,F?,,24.6,14.5,4,,,,,13,40,27,17,,,,638,,,,,Matt,Faye,
E1-2-2012-2,26/03/2012,E1-2-22A,WH,R,O4178C6EA8,A,M?,,,,,,,,,,,,,,,,,,,,,Matt,Shahreen,
E1-2-2012-2,26/03/2012,E1-2-16B,DTT,N,O4178C755D,A,F,"Perforated, 3 pairs nips",25.1,17.2,7.9,,,,,13,71,58,0,,"Huge chunk missing from L. Ear, sample taken from R.Ear",,637,,,,,Matt,Eric,
E1-2-2012-2,26/03/2012,E1-2-43B,DTT,N,O4178C79FC,A,M,Testes,24,16.1,19.8,,,,,13,80,67,11,,,,641,45,,,,Faye,Mike,
E1-2-2012-2,26/03/2012,E1-2-11B,WH,R,O4178C7A35,A,F,,26.2,16.05,10.75,,,,,13,65,52,15,,,,,,,,,Ollie,Eric,
E1-2-2012-2,26/03/2012,E1-2-27A,DTT,N,O4178C7CEA,SA,F?,,23.5,16.1,3.4,,,,,13,52,39,2,,,,640,44,,,,Matt,Faye,
E1-2-2012-2,26/03/2012,E1-2-41B,WH,N,O4178C8245,A,M?,,25.6,15.1,11.2,,,,,13,54,41,22,,,,644,,,,,Faye,James,
E1-2-2012-2,26/03/2012,E1-2-29B,WH,N,O4178C842D,A,F,,26,18.3,5.9,,,,,13,61,48,39,,,,646,,,,,Matt,Faye,
E1-2-2012-2,26/03/2012,E1-2-7B,CTRS,N,O417O82FBC,A,F,Nipples,43.1,,,192,203.25,,33.2,13,184,171,0,,,,,,,,,Faye,Mike,
E1-2-2012-2,26/03/2012,E1-2-14B,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Eric,ESCAPED
E1-2-2012-3,27/03/2012,E1-2-16A,WH,R,O4173BF12C,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
E1-2-2012-3,27/03/2012,E1-2-27A,SLTRS,R,O41781665F,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,
E1-2-2012-3,27/03/2012,E1-2-17B,RS,R,O417816C8O,A,M?,,38.1,24.2,12.7,,,,,15,124,109,123,,,,658,58,,,,Faye,Matt,
E1-2-2012-3,27/03/2012,E1-2-32A,LTG,R,O4178175F9,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,
E1-2-2012-3,27/03/2012,E1-2-42A,SS,R,O417817BAA,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-30B,WH,R,O4178189CE,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,
E1-2-2012-3,27/03/2012,E1-2-21B,RS,R,O4178196OC,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
E1-2-2012-3,27/03/2012,E1-2-19A,WH,R,O41781A392,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
E1-2-2012-3,27/03/2012,E1-2-45B,SS,R,O41781A4C8,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-7B,RS,R,O41781E7C1,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
E1-2-2012-3,27/03/2012,E1-2-1A,RS,R,O41781FFB4,A,F,Nipples,41.45,22.75,14.6,,,,,15,188,173,109,,,,,56,,,,Faye,James,
E1-2-2012-3,27/03/2012,E1-2-31A,WH,R,O4178C3643,SA,F?,,,,,,,,,,,,,,,Y,,,,,,Matt,Ollie,
E1-2-2012-3,27/03/2012,E1-2-38B,SLTRS,N,O4178C3877,A,M,,37.4,,,144.1,159.4,,22.8,13,85,72,0,,,,,,,,,Matt,Eric,
E1-2-2012-3,27/03/2012,E1-2-6A,SS,N,O4178C397E,A,F,Nipples,25.1,15.85,10.35,,,,,15,71,56,56,,,,652,54,,,,Faye,James,
E1-2-2012-3,27/03/2012,E1-2-48B,WH,R,O4178C4DA8,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-45A,DTT,R,O4178C59A2,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-4B,PR,N,O4178C611F,A,M,Large testes,22.5,14.9,18.5,,,,,15,56,41,6,,,,656,56,,,,Faye,James,
E1-2-2012-3,27/03/2012,E1-2-14B,RR,N,O4178C6BEB,A,M,,33.2,17,23.8,,,,,13,113,100,7,,,,657,57,,,,Matt,Alex,
E1-2-2012-3,27/03/2012,E1-2-20A,WH,N,O4178C6F1O,J,F?,,22.25,15.45,6.3,,,,,15,41,26,33,,,,659,,,,,Faye,Matt,
E1-2-2012-3,27/03/2012,E1-2-47A,SLTRS,N,O4178C7BE5,A,M,,39.5,,,150.1,176.9,,24.5,13,90,77,0,,,,,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-22B,DTT,R,O4178C7CEA,SA,F?,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
E1-2-2012-3,27/03/2012,E1-2-41A,WH,R,O4178C8245,A,M?,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-41B,RS,N,O4178C83A9,A,M,Testes,39.7,24.5,17.7,,,,,13,136,123,161,,,,654,55,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-25A,RS,R,O4178C85O8,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,Y
E1-2-2012-3,27/03/2012,E1-2-6B,DTT,N,O4178C8666,A,M,Testes,25.45,16.25,18.6,,,,,15,68,53,4,,,,653,,,,,Faye,James,
E1-2-2012-3,27/03/2012,E1-2-44A,WH,N,O4178C8O74,J,F?,,24.7,16.9,5,,,,,13,37,24,15,,,,655,,,,,Matt,Faye,
E1-2-2012-3,27/03/2012,E1-2-26B,LSQ ,N,,,,,,,,,,,,,,,,,,,,,,,,Faye,Ollie,ESCAPED
E1-2-2012-4,28/03/2012,E1-2-10B,LTG,R,O416DA2A23,A,F,,,,,,,,,,,,,,,,,,,,,,Eric,
E1-2-2012-4,28/03/2012,E1-2-39A,WH,R,O4173C16O6,A,F,,,,,,,,,,,,,,,,,,,,,James,Matt,
E1-2-2012-4,28/03/2012,E1-2-41B,MR,R,O4178163C9,A,M,,,,,,,,,,,,,,,,,,,,,James,Matt,
E1-2-2012-4,28/03/2012,E1-2-6B,MR,R,O4178169DE,A,F,,,,,,,,,,,,,,,,,,,,,,Eric,
E1-2-2012-4,28/03/2012,E1-2-32A,LTG,R,O4178175F9,A,F,,,,,,,,,,,,,,,,,,,,,Matt,James,
E1-2-2012-4,28/03/2012,E1-2-18A,WH,R,O417818O8F,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-4,28/03/2012,E1-2-12A,MR,R,O41781997F,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Eric,
E1-2-2012-4,28/03/2012,E1-2-42B,WH,R,O417819AA1,J,F?,,,,,,,,,,,,,,,,,,,,,James,Matt,
E1-2-2012-4,28/03/2012,E1-2-29B,MR,R,O41781A2D3,A,M,,39.5,21.2,28,,,,,13,221,208,9,,,,661,60,,,,Faye,James,
E1-2-2012-4,28/03/2012,E1-2-5A,RS,N,O41781A38F,A,F,,39.3,26,7.9,,,,,12,134,122,59,,,,663,61,,,,Matt,Eric,
E1-2-2012-4,28/03/2012,E1-2-13A,WH,R,O41781A392,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-4,28/03/2012,E1-2-44A,SS,R,O41781A4C8,A,M,,,,,,,,,,,,,,,,,,,,,James,Matt,
E1-2-2012-4,28/03/2012,E1-2-34A,LTG,R,O41781AOD3,A,F,,,,,,,,,,,,,,,,,,,,,Matt,James,
E1-2-2012-4,28/03/2012,E1-2-43B,RS,R,O41781F5OB,A,M,,,,,,,,,,,,,,,,,,,,,James,Matt,
E1-2-2012-4,28/03/2012,E1-2-37B,WH,N,O4178C3264,A,F,,23.1,15.65,7.6,,,,,13,49,36,21,,,,665,,,,,Faye,Matt,
E1-2-2012-4,28/03/2012,E1-2-32B,RR,N,O4178C46EB,A,F,Perforated,34.6,18.6,14.5,,,,,13,105,92,0,,,,662,,,,,Faye,James,
E1-2-2012-4,28/03/2012,E1-2-45A,WH,N,O4178C5256,J,F?,,24.75,13.4,5.5,,,,,13,44,31,11,,,,664,,,,,Faye,Matt,
E1-2-2012-4,28/03/2012,E1-2-30A,RR,N,O4178C5F31,A,M,Large testes,34.9,18.9,23.75,,,,,13,109,96,1,,,,660,59,,,,Faye,James,
E1-2-2012-4,28/03/2012,E1-2-41A,RS,N,O4178C5F6E,A,F,,39.2,24.1,16.5,,,,,12,153,141,62,,,,666,62,,,,Matt,Matt,Y
E1-2-2012-4,28/03/2012,E1-2-38B,DTT,R,O4178C67A2,SA,F?,,,,,,,,,,,,,,,,,,,,,James,Faye,
E1-2-2012-4,28/03/2012,E1-2-22B,WH,R,O4178C6EA8,A,M?,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-4,28/03/2012,E1-2-23A,DTT,R,O4178C7CEA,SA,F?,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
E1-2-2012-4,28/03/2012,E1-2-36B,WH,R,O4178C842D,A,F,,,,,,,,,,,,,,,,,,,,,Matt,James,
E1-2-2012-4,28/03/2012,E1-2-44B,WH,R,O4178C8O74,J,F?,,,,,,,,,,,,,,,,,,,,,James,Matt,
E1-2-2012-4,28/03/2012,E1-2-47A,LGTRS,,,,,,,,,,,,,,,,,,,,,,,,,,Faye,ESCAPED
E1-2-2012-5,29/03/2012,E1-2-16B,WH,R,O4173BF12C,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Eric,
E1-2-2012-5,29/03/2012,E1-2-25B,WH,R,O4173BF778,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Faye,
E1-2-2012-5,29/03/2012,E1-2-39B,WH,R,O4173C16O6,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E1-2-2012-5,29/03/2012,E1-2-1B,LTG,R,O417816247,A,M,,43.3,24.5,40.2,,,,,13,360,347,0,,Notch missing from right ear,,,,,,,Faye,Alex,
E1-2-2012-5,29/03/2012,E1-2-41B,MR,R,O4178163C9,A,M,,,,,,,,,,,,,,,,,,,,,Faye,James,
E1-2-2012-5,29/03/2012,E1-2-35A,DTT,R,O41781732D,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Matt,
E1-2-2012-5,29/03/2012,E1-2-31A,SS,N,O4178173D2,SA,F?,,25.8,15.6,6.4,,,,,11,49,38,66,,,,669,66,,,,Ollie,Matt,
E1-2-2012-5,29/03/2012,E1-2-32A,LTG,R,O4178175F9,A,F,,,,,,,,,,,,,,,,,,,,,,Matt,
E1-2-2012-5,29/03/2012,E1-2-39A,SS,R,O417817BAA,A,F,,,,,,,,,,,,,,,,,,,,,Matt,James,
E1-2-2012-5,29/03/2012,E1-2-42A,RS,R,O4178183EA,A,M,,,,,,,,,,,,,,,,,,,,,Faye,James,
E1-2-2012-5,29/03/2012,E1-2-6B,MR,R,O41781997F,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Alex,
E1-2-2012-5,29/03/2012,E1-2-47A,WH,R,O417819AA1,J,F?,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
E1-2-2012-5,29/03/2012,E1-2-20B,WH,R,O41781A392,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Eric,
E1-2-2012-5,29/03/2012,E1-2-12B,SS,R,O41781A42E,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Alex,
E1-2-2012-5,29/03/2012,E1-2-29B,WH,N,O41781A749,A,M,Testes,26.3,17.1,14.2,,,,,12,64,52,26,,,,668,64,,,,Matt,Faye,
E1-2-2012-5,29/03/2012,E1-2-26B,DTT,R,O41781ABD5,A,M,Testes,26.7,14.6,19,,,,,12,81,69,6,,,,667,,,,,Matt,Faye,
E1-2-2012-5,29/03/2012,E1-2-1A,RS,R,O41781FFB4,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Alex,
E1-2-2012-5,29/03/2012,E1-2-3B,WH,R,O4178C356D,SA,M?,,,,,,,,,,,,,,,,,,,,,Ollie,Alex,
E1-2-2012-5,29/03/2012,E1-2-10A,SLTRS,N,O4178C37CO,A,F,3 pairs nips,36.5,,,139.1,175,,22.1,12,75,63,4,,3 grazes on back (from trap door),,,63,,,,Matt,Alex,
E1-2-2012-5,29/03/2012,E1-2-33A,WH,R,O4178C3FF8,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Matt,
E1-2-2012-5,29/03/2012,E1-2-46A,WH,N,O4178C4F76,J,F,,24.7,15.4,6.35,,,,,13,41,28,19,,,,670,,,,,Faye,James,
E1-2-2012-5,29/03/2012,E1-2-36A,BS,N,O4178C4FF9,A,F,,36.7,23.05,9.85,,,,,11,125,114,95,,,,671,67,,,,Ollie,Matt,
E1-2-2012-5,29/03/2012,E1-2-37A,RS,N,O4178C5331,A,F,,40.55,21.7,10.5,,,,,13,132,119,76,,,,674,68,,,,Faye,James,
E1-2-2012-5,29/03/2012,E1-2-30B,LGTRS,N,O4178C53EO,SA,F?,,42,,,188.6,166.2,,41.75,13,180,167,0,,"Bashed nose and head from banging on trap, bald patch under left front leg",,,,,,,Faye,Faye,
