Occasion,Date,Trap,Species (LSQ: Low's Squirrel; RBSSQ: Red-bellied Scultor Squirrel; SS: Small Spiny; MR: Muller's; CBS: Chesnut-Bellied Spiny; LETRS: Lesser Treeshrew; STRS: Slender Treeshrew; LGTRS: Large Treeshrew),N or R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight,Gross Weight,Net Weight,Parasites (number of ectoparasites visible with naked eye),Body Fat,Injuries ,Dead?,Tissue Sample ID,Parasite Sample,Fur sample,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Other Notes
D100-1-2016-2,18/02/2016,D100-1-37A,RS,R,O417D1532O,A,M,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,
D100-1-2016-2,18/02/2016,D100-1-4B,WH,R,O417D161FC,A,M,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-2,18/02/2016,D100-1-40B,RS,R,O417D16883,A,M?,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,"overturned, bag off, downhill"
D100-1-2016-2,18/02/2016,D100-1-9A,RS,R,O41868E1F4,A,F,,,,,,,,,,,,,,,,,,,,,,Alex,rolled down hill
D100-1-2016-2,18/02/2016,D100-1-13A,WH,R,O418691118,SA,F,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-2,18/02/2016,D100-1-14A,LTG,R,O418EBA36C,SA,F,,,,,,,,,,,,,,,,,,,,,,Alex,tail trapped
D100-1-2016-2,18/02/2016,D100-1-45B,WH,N,O41917E4D7,SA,F?,"poss BP, but longish AGD",28.05,14.54,10.03,,,,,18,59,41,22,,,,PT491,PP293,,,,Selene,Anna/Sui/Selene,Unps. Buffy-orange (pale) with central white stripe
D100-1-2016-2,18/02/2016,D100-1-43A,ESSQ,N,O41917E949,A,M,,38.8,,,143.23,160.24,111.876003630524,,18,157,139,,,,,,,,,,Phil,Anna/Sui/Selene,"subtly striped tail, underside reddish with grey bases, indistinct buff behind ear"
D100-1-2016-2,18/02/2016,D100-1-37B,WH,N,O41917ED3A,A,F,"perf, apparently",25.7,17.7,6.4,,,,,18,53,35,27,,,,PT492,PT294,,,,Sui,Anna/Sui/Selene,v. small with quite white colouring on ump
D100-1-2016-2,18/02/2016,D100-1-21B,SLTRS,N,O41917EF23,A,M,,36.5,,,137.41,157.23,114.423986609417,22.98,18,81,63,,,scrape on nose,,,,,,,Phil,Phil,
D100-1-2016-2,18/02/2016,D100-1-3B,WH,N,O41917F42A,SA,F,,26.23,15.06,10.21,,,,,18,53,35,24,,,,PT497,PP297,,,,Phil,Alex,
D100-1-2016-2,18/02/2016,D100-1-11A,DTT,N,O41917FOFO,SA,F,"unperf, BP",24.14,17.3,6.7,,,,,18,54,36,0,,,,PT495,,,,,Sui,Alex,"some buffy wash on unp. Orangey-buff upperparts, long black quard hairs"
D100-1-2016-2,18/02/2016,D100-1-4A,WH,N,O4191819C7,SA,F,,24.9,18.1,10.5,,,,,18,60,42,23,,,,PT498,PP298,,,,Phil,Alex,very white underneath
D100-1-2016-2,18/02/2016,D100-1-28A,LSQ,N,O4191819CD,,,,,,,,,,,,,,,,scrape on nose,,,,,,,,Phil,"went v. subdued in hand after tagging, initially I thought wasn't breathing, massaged chest anmd returned to trap on the off-chance. Recovered fine but no further processing done."
D100-1-2016-2,18/02/2016,D100-1-17A,LSQ,N,O419182213,SA,F,"no bare patch, nipples, small AGD",34.4,,,130.49,93.1,71.3464633305234,,18,109,91,,,"wound on face, cleaned with water",,,,,,,Phil,Phil,"plain tail, buffy white underneath"
D100-1-2016-2,18/02/2016,D100-1-7B,LTG,N,O4191824B3,SA?,M,testes epid present but not huge,47.5,26.39,31.98,,,,,18,320,302,0,,,,PT494,,,,,Selene,Alex,
D100-1-2016-2,18/02/2016,D100-1-8A,WH,N,O4191826O3,SA,F,"BP, unperf",28.3,17.04,8.71,,,,,18,54,36,45,,,,PT496,PP296,,,,Anna,Alex,
D100-1-2016-2,18/02/2016,D100-1-20B,ESSQ,N,O419183571,SA?,F,,38.07,,,152.83,169.24,110.737420663482,,18,152,134,,,,,,,,,,Phil,Phil,"v. rufus underparts, striped tail, ear spot v. indistinct"
D100-1-2016-2,18/02/2016,D100-1-17B,RS,N,O41918OOAD,SA,F,"Unperf, BP",38.37,24.04,9.93,,,,,18,105,87,23,,,,PT493,PP295,,,,Anna,Phil,"no collar, a. b. very indistinct, v. bright ?? and ptt"
D100-1-2016-3,19/02/2016,D100-1-8B,WH,R,O41868FO3E,A,M,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,
D100-1-2016-3,19/02/2016,D100-1-13B,WH,R,O418691118,A,F,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,
D100-1-2016-3,19/02/2016,D100-1-14B,RS,R,O418EBACBB,A?,F,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,
D100-1-2016-3,19/02/2016,D100-1-34A,WH,N,O418EBB8AE,SA,M?,"Middling-large AGD, bare patch not obvious",25.86,16.56,13.02,,,,,19,51,32,0,,,,PT499,,,,,Sui,Phil,"Another absurdly small WH, this grid seems to be full of them."
D100-1-2016-3,19/02/2016,D100-1-12B,LSQ,N,O41917E3FC,SA,F,"Unperf, faint bare patch, nipples",35.5,,,134.01,106.9,79.7701664054921,,,,,0,,,,,,,,,Phil,Anna/Sui/Selene,Anna forgot to take weight
D100-1-2016-3,19/02/2016,D100-1-38A,WH,R,O41917ED3A,A,F,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-3,19/02/2016,D100-1-11A,CTRS,N,O41917EF22,A,F,Perf,48.4,,,179.48,196.64,109.560953866726,35.22,,,,,,Small scrape on nose,,,,,,,Phil,Anna/Sui/Selene,"Bag off, animal clearly stressed in trap. Escaped during processing before weight could be taken. A handsome CTRS with uniform rich reddish-brown upperparts, buffy-yellow underparts and shoulder stripe, and a full bushy tail."
D100-1-2016-3,19/02/2016,D100-1-14A,RS,N,O41917F6DE,A,F,Perf,37.9,21.9,8.8,,,,,19,124,105,61,,Scrape on nose,,PT501,PP299,,,,Anna,Anna/Sui/Selene,PSEUDOSCORPION PSEUDO 3
D100-1-2016-3,19/02/2016,D100-1-44A,WH,R,O419181BEA,SA,M?,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-3,19/02/2016,D100-1-8A,WH,R,O4191826O3,SA,F,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,
D100-1-2016-3,19/02/2016,D100-1-4B,PR,N,O419182OO3,A,M,,23.6,14.7,18.7,,,,,19,54,35,0,,,,,,,,,Phil,Anna/Sui/Selene,Took no tissue sample as scissors left a mess of ear.
D100-1-2016-3,19/02/2016,D100-1-28A,LTG,N,O419183OC6,SA,F,Unperf,43.3,22.49,14.37,,,,,19,235,216,"1 tick, not removed",,"Cut on foot, end of tail lost (recent)",,PT500,,,,,Selene,Sabri,
D100-1-2016-3,19/02/2016,D100-1-35B,SLTRS,N,O41918O73O,A,F,Perf,38.67,,,127.2,175.96,138.333333333333,23.09,19,75,56,0,,,,,,,,,Phil,Phil,
D100-1-2016-3,19/02/2016,D100-1-40A,WH,R,O41918ODA8,SA,M?,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-3,19/02/2016,D100-1-4A,WH,N,,,,,,,,,,,,,,,,,,,,,,,,,Anna/Sui/Selene,ESCAPED
D100-1-2016-4,20/02/2016,D100-1-4B,WH,R,O417D161FC,A,M,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-4,20/02/2016,D100-1-26A,MR,R,O41868D315,A,M,Balls,44.7,21.3,27.4,,,,,19,,,83,,,,,PP301,,,,Sui,Anna/Selene/Sui,
D100-1-2016-4,20/02/2016,D100-1-8A,RS,R,O41868E1F4,A,F,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-4,20/02/2016,D100-1-17A,RS,R,O418EBACBB,A?,F,,,,,,,,,,,,,,,,,,,,,,Anna/Selene/Sui,"bag off, overturned"
D100-1-2016-4,20/02/2016,D100-1-34A,WH,R,O418EBB8AE,SA,M?,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-4,20/02/2016,D100-1-45B,WH,R,O41917E4D7,SA,F?,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-4,20/02/2016,D100-1-43A,RS,R,O41917E551,SA,M,,,,,,,,,,,,,,,,,,,,,Anna,Alex,
D100-1-2016-4,20/02/2016,D100-1-41B,WH,N,O41917F18C,SA,?,"BP? AGD quite middling, some discolouring could be balls",26.8,15.85,9.6,,,,,19,54,35,24,,,,PT503,PP302,,,,Selene/Phil,Alex,
D100-1-2016-4,20/02/2016,D100-1-35B,ESSQ,N,O41917F387,SA?,F,doesn't look perf,39.4,,,153.5,116.1,75.6351791530945,,19,171,152,,,,,,,,,,Anna,Alex,
D100-1-2016-4,20/02/2016,D100-1-32A,LGTRS,N,O41917F999,A,F,Perf,43,,,158.9,177,111.39081183134,38.7,19,151,132,,,,,,,,,,Sui,Anna/Selene/Sui,
D100-1-2016-4,20/02/2016,D100-1-12B,LSQ,N,O4191819OE,SA,F?,small AGD but no BP,33.3,,,112.8,94.2,83.5106382978723,,19,83,,,,,,,,,,,Selene,Phil,possibly a juvenile? Absolutely minute
D100-1-2016-4,20/02/2016,D100-1-37A,WH,R,O419181BEA,SA,M?,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-4,20/02/2016,D100-1-8B,WH,R,O4191826O3,SA,F,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-4,20/02/2016,D100-1-32B,WH,N,O419182883,SA,M?,"Middling AGD, no BP",26.5,18.5,11.6,,,,,19,60,41,18,,,,PT502,PP300,,,,Anna,Anna/Selene/Sui,
D100-1-2016-4,20/02/2016,D100-1-36A,DTT,N,O419182FDB,SA,F,,23,15.4,7.6,,,,,19,53,34,0,,,,PT504,,,,,,Alex,
D100-1-2016-4,20/02/2016,D100-1-17B,RS,R,O41918OOAD,SA,F,,,,,,,,,,,,,,,,,,,,,,Anna/Selene/Sui,bag half off
D100-1-2016-5,21/02/2016,D100-1-47B,RS,R,O417D16883,A,M?,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,
D100-1-2016-5,21/02/2016,D100-1-14A,WH,R,O418691118,A,F,,,,,,,,,,,,,,,,,,,,,Sui,Alex,
D100-1-2016-5,21/02/2016,D100-1-15B,LGTRS,R,O418EBAF9O,A,M,,,,,,,,,,,,,,,,,,,,,Sui,Alex,"Sui's notes have this down as a Treeshrew with this number, then crossed out and replaced with 0418EBAB90. The number given is an LGTRS first tagged in D100-2 on 31/05/2015 while the latter number doesn't exist, so I've gone with the cross-grid recap."
D100-1-2016-5,21/02/2016,D100-1-48A,CTRS,N,O41917E94B,A,M,Testes,49.2,,,185.7,180.5,97.1997845988153,34.6,19,172,153,0,,Scrape to nose,,,,,,,Phil,Sui/Selene/Anna,
D100-1-2016-5,21/02/2016,D100-1-19A,RS,R,O41917F6DE,A,F,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-5,21/02/2016,D100-1-48B,SLTRS,N,O41917FD1C,A,F,Perf,39.1,,,132.9,168,126.410835214447,22.9,19,80,61,0,,"Scrape to nose. Possibly died, see notes.",,,,,,,Selene,Sui/Selene/Anna,"Sui went to take trap back but brought animal as very weak and subdued. Did not improve despite administering water, released a second time but very poorly. Probs didn't survive."
D100-1-2016-5,21/02/2016,D100-1-29B,LSQ,R,O4191819CD,,,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-5,21/02/2016,D100-1-16B,LSQ,N,O419181B2D,A?,M,Apparently had testes but animal pretty small,34,,,120.6,98.1,,,19,89,70,0,,,,,,,,,Anna,Alex,
D100-1-2016-5,21/02/2016,D100-1-14B,LGTRS,R,O419181B3A,A,F,,,,,,,,,,,,,,,,,,,,,Phil,Alex,
D100-1-2016-5,21/02/2016,D100-1-40A,RS,R,O419181D46,SA,M,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,
D100-1-2016-5,21/02/2016,D100-1-4B,PR,N,O419182B74,SA,M,"No bare patch, see also AGD",22.7,13.3,15.4,,,,,19,43,24,0,,,,PT505,,,,,Selene,Alex,"Quite bright compared with conspecific at 4A, also noticeable grey underfur, however no Maxomys tail and underbelly far too greyish for WH. Think this may actually be a juv based on size."
D100-1-2016-5,21/02/2016,D100-1-25A,LGTRS,N,O419182FCA,SA,?,Long nubbin thing suggests male but no testes or other evidence either way.,44.9,,,175.6,174.4,99.3166287015945,38.9,19,154,135,0,,,,,,,,,Anna,Phil,Very bedraggled and rather groggy when released.
D100-1-2016-5,21/02/2016,D100-1-4A,PR,R,O419182OO3,A,M,,,,,,,,,,,,,,,,,,,,,,Alex,Escaped at 23
D100-1-2016-5,21/02/2016,D100-1-45A,SLTRS,R,O41918OA16,A,F,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,
D100-1-2016-5,21/02/2016,D100-1-34A,ESSQ,N,,SA,F,,33,,,200.1,160.9,80.4097951024488,,,,,0,,,,,,,,,Sui,Sui/Selene/Anna,UNTAGGABLE
D100-1-2016-6,22/02/2016,D100-1-37A,RS,R,O417D1532O,A,M,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-6,22/02/2016,D100-1-11A,DTT,R,O41868D5EC,A,F,,,,,,,,,,,,,,"Tail caught in spring and mangled. Amputated 3 inches worth through bars, and released OK.",,,,,,,Phil,Sui/Selene/Anna,
D100-1-2016-6,22/02/2016,D100-1-28A,RS,R,O41868D749,A,M?,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-6,22/02/2016,D100-1-10A,RS,R,O41868E1F4,A,F,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,Overturned
D100-1-2016-6,22/02/2016,D100-1-24A,LTG,R,O41868FO3F,A,M,,,,,,,,,,,,,,,,,,,,,,Alex,"Species not recorded, possibly a WH ending O3E caught in 8B on the 19th."
D100-1-2016-6,22/02/2016,D100-1-10B,WH,R,O418691118,A,F,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,
D100-1-2016-6,22/02/2016,D100-1-46A,RS,R,O41917E551,SA,M,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-6,22/02/2016,D100-1-36B,LGTRS,N,O41917F843,A,F,Perf,44.2,,,182.25,164.47,90.2441700960219,44.48,19,205,186,0,,,,,,,,,Selene,Phil,
D100-1-2016-6,22/02/2016,D100-1-20B,CTRS-but see notes,N,O4191814DE,J?,F,,47.2,,,136.9,150.1,109.642074506939,26.3,19,108,89,0,,,,,,,,,Phil,Alex,"Very weird treeshrew. Literally the size of a small SLTRS, with HB well out of Common range (170-235). HF on the lower edge of CTRS (45-56) and outside SLTRS (37-43). Colouration like a washed-out CTRS but very dark for a SLTRS, with dark olive upperparts grizzled buff, ochre-buff underparts (strongest colour between front legs). Not as dark rufous as an adult CTRS above, or as bright orange blow. Buffy shoulder stripe. Our conclusion that this must be a very young and runty CTRS with aberrant colouration."
D100-1-2016-6,22/02/2016,D100-1-14B,DTT,N,O419181BE4,A,F,Perf,23.97,17.61,9.51,,,,,19,67,48,0,,,,,,,,,Sui,Sui/Selene/Anna,No tissue sample obtained due to trainee ear punching making a mess.
D100-1-2016-6,22/02/2016,D100-1-12B,CTRS,N,O4191822B7,A,F,Perf,50.06,,,204.02,202.78,99.3922164493677,36.47,19,198,179,0,,,,,,,,,Anna,Sui/Selene/Anna,
D100-1-2016-6,22/02/2016,D100-1-8B,WH,R,O4191826O3,SA,F,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,
D100-1-2016-6,22/02/2016,D100-1-32A,WH,R,O419182883,SA,M?,,,,,,,,,,,,,,,,,,,,,,Alex,
D100-1-2016-6,22/02/2016,D100-1-1A,ESSQ,R,O419183571,SA?,F,,,,,,,,,,,,,,,,,,,,,,Sui/Selene/Anna,
D100-1-2016-6,22/02/2016,D100-1-47B,SLTRS,R,O41918OA16,A,F,,,,,,,,,,,,,,,,,,,,,,Phil,
D100-1-2016-6,22/02/2016,D100-1-13B,WH,N,O41918ODA5,SA,M,No BP,26.89,16.65,6.58,,,,,19,60,41,6,,,,PT506,,,,,,Sui/Selene/Anna,
D100-1-2016-6,22/02/2016,D100-1-40A,SLTRS,N,SLTRS001,,,,,,,,,,,,,,,,"Tail caught in spring, see notes",,,,,,,,Phil,"Alive but very subdued.  Tail satisfactorily extracted from spring and released OK without processing, unknown if made it."
D100-1-2016-6,22/02/2016,D100-1-24B,ESSQ,N,,SA,F,"Unperf, BP",39.9,,,170.22,169.3,99.4595229702738,,,,,,,,,,,,,,Phil,Alex,UNTAGGABLE
D100-1-2016-7,23/02/2016,D100-1-45A,LGTRS,R,O41868ED7B,A,M,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-18B,RS,R,O418EBACBB,A?,F,,,,,,,,,,,,,,,,,,,,,Anna,,
D100-1-2016-7,23/02/2016,D100-1-45B,WH,R,O41917E4D7,SA,F?,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-44B,LGTRS,N,O41917E8BF,A,F,Perf,41.81,,,157.26,170.16,108.202975963373,41.4,19,158,139,,,Scrape to nose,,,,,,,Phil/Sui,,
D100-1-2016-7,23/02/2016,D100-1-40B,CTRS,R,O41917E94B,A,M,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-22B,CTRS,R,O41917EF22,A,F,,,,,,,,,,,,,,,,,,,,,Phil,,
D100-1-2016-7,23/02/2016,D100-1-41B,WH,R,O41917F18C,SA,?,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-48B,LGTRS,R,O41917F999,A,F,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-6A,CTRS,N,O41917FO55,A,F,Perf.,46.95,,,172.61,202.53,117.33387405133,36.58,19,183,164,,,Scrape to nose,,,,,,,Phil/Selene,,Difficult to anaesthetise and very vocal
D100-1-2016-7,23/02/2016,D100-1-35A,LSQ,R,O4191819CD,,,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-5B,PR,R,O419182B74,SA,M,,,,,,,,,,,,,,,,,,,,,,,
D100-1-2016-7,23/02/2016,D100-1-26A,LGTRS,R,O419182FCA,SA,?,,,,,,,,,,,,,,,,,,,,,Phil,,
D100-2-2016-1,25/02/2016,D100-2-36B,RS,R,O417D14O31,A,M,,,,,,,,,,,,,,,,,,,,,,Anna/Sui,
D100-2-2016-1,25/02/2016,D100-2-48B,WH,R,O417D15OBE,A,M,,,,,,,,,,,,,,,,,,,,,,Anna/Sui,
D100-2-2016-1,25/02/2016,D100-2-32A,WH,R,O41868DO3F,A,F,,,,,,,,,,,,,,See notes,,,,,,,,Phil/Selene,"Incredibly battered rat! Stump tail about 2 inches long, and both ears heavily notched and torn (all old wounds)"
D100-2-2016-1,25/02/2016,D100-2-45A,RS,R,O41868F73A,A,F,,,,,,,,,,,,,,,,,,,,,,Anna/Sui,
D100-2-2016-1,25/02/2016,D100-2-21B,RS,R,O418EB93E3,A,F,,,,,,,,,,,,,,,,,,,,,,Sabri,
D100-2-2016-1,25/02/2016,D100-2-36A,WH,N,O418EBD53C,SA,M,fury and dark,26.13,17.25,12.55,,,,,19,50,31,28,,,,,,,,,Anna,Phil/Selene,
D100-2-2016-1,25/02/2016,D100-2-33A,WH,N,O41917E2CD,A,M,,27.31,15.69,15.05,,,,,19,62,43,32,,,,,,,,,Selene,Phil/Selene,
D100-2-2016-1,25/02/2016,D100-2-29B,MR,N,O41917E5C7,A,F,perf and nipples,41.6,19.31,16.91,,,,,19,188,169,21,,,,PT511,PP401,,,,Selene,Phil/Selene,Poss parent of male juv.
D100-2-2016-1,25/02/2016,D100-2-43A,WH,N,O41917E6BD,SA,M,No BP,27.5,18.66,15.55,,,,,19,59,40,28,,,,,PP404,,,,Selene,Anna/Sui,"very orange colouration above, pale buffy orange underparts, almost SS colour. 2/3 tail de-skinned on spring"
D100-2-2016-1,25/02/2016,D100-2-25B,PR,N,O41917E6C1,SA,M,teses beginning,27.92,15.5,14.4,,,,,19,49,30,0,,,,,,,,,Selene,Phil/Selene,
D100-2-2016-1,25/02/2016,D100-2-31B,DTT,N,O41917EO32,SA,F,BP,23.4,16.24,10.93,,,,,19,58,39,,,,,PT513,,,,,Anna,Phil/Selene,"Still mostly juv colouring on upp (dull, dusky chocolate brown). Orange band coming through on flanks."
D100-2-2016-1,25/02/2016,D100-2-13B,WH,N,O41917EOD8,SA,F,"BP, unperf",26.36,19.8,8.18,,,,,19,53,34,36,,,,,,,,,Anna,Sabri,no samples
D100-2-2016-1,25/02/2016,D100-2-40B,WH,N,O41917F231,SA?,M,testes present but not huge,27.25,16.11,20.89,,,,,19,69,50,16,,"Almost no tail (old wound, about 1 inch remaining)",,,,,,,Selene,Anna/Sui,No samples. Tick on forehead
D100-2-2016-1,25/02/2016,D100-2-41B,WH,N,O41917F63A,SA,F,,24.62,19.8,9.31,,,,,19,52,33,24,,,,PT514,,,,,Anna,Anna/Sui,"no PP - no eppendorffs! ""classic"" colouration"
D100-2-2016-1,25/02/2016,D100-2-29B,MR,N,O41917F6E3,J?,M,"could be SA, poss. start of testes visible",38.5,21.67,20.67,,,,,19,120,101,17,,,,PT510,PP400,,,,Anna,Phil/Selene,"DOUBLE CAPTURE Moult line running down the sides of the back, broad inch-wide strip of juv. fur with adult fur colouring on either side. Central strip: short sleek fur, blackish w/ dark chocolate-brown tips, much shorter than surrounding adult fur, forms really obvious, dark stripe."
D100-2-2016-1,25/02/2016,D100-2-6B,ESSQ,N,O419181BDB,A,M,"Black, largely hairless testes",38.93,,,144.62,151.3,104.619001521228,,19,164,145,,,,,,,,,,Phil,Alex,"Stripes very prominent, with very rufous underparts"
D100-2-2016-1,25/02/2016,D100-2-28A,RS,N,O419183387,SA,M,"No BP, partial cover",39.6,23.76,18.59,,,,,19,128,109,49,,,,PT512,PP403,,,,Anna,Phil/Selene,
D100-2-2016-1,25/02/2016,D100-2-37B,WH,N,O4191833FD,SA?,F,"BP, possible perf but can't really tell",26.4,13.73,7.98,,,,,19,50,31,17,,,,,,,,,Selene,Anna/Sui,
D100-2-2016-1,25/02/2016,D100-2-29A,SLTRS,N,O4191834B7,A,F,,38.9,,,137.72,189.14,137.336625036306,22.17,19,81,62,,,,,,,,,,Phil,Phil/Selene,"Unusual colouration, pale grey/white underside. HF well within Slender"
D100-2-2016-1,25/02/2016,D100-2-32B,RS?,N,O41918O443,SA,M,,36.1,21.63,19.28,,,,,19,112,93,55,,,,PT512,PP403,,,,Selene,Phil/Selene,"Only very faint brown marks where collar would be. Ankle bands on forelimbs almost absent, very faint on hindlimbs. Very red colouration, slightly deeper than normal. PTT. Photos"
D100-2-2016-1,25/02/2016,D100-2-25A,WH,N,,,,,,,,,,,,,,,,,,,,,,,,Anna,Phil/Selene,ESCAPED
D100-2-2016-2,26/02/2016,D100-2-48A,LGTRS,N,O418EB9258,A,M,Testes,46.8,,,185.58,178.34,96.098717534217,42.31,19,222,203,,,,,,,,,,Anna,,"Very attractive and colourful individual, flanks and haunches strong brick-red, and contrasting clearly with olivey head. Tail dense and bushy."
D100-2-2016-2,26/02/2016,D100-2-30A,WH,R,O418EBD53C,SA,M,,,,,,,,,,,,,,,,,,,,,,,
D100-2-2016-2,26/02/2016,D100-2-40A,WH,R,O41917E2CD,A,M,,,,,,,,,,,,,,,,,,,,,,,
D100-2-2016-2,26/02/2016,D100-2-40B,DTT,R,O41917EO32,SA,F,,,,,,,,,,,,,,,,,,,,,,,
D100-2-2016-2,26/02/2016,D100-2-41B,WH,R,O41917F63A,SA,F,,,,,,,,,,,,,,,,,,,,,,,
D100-2-2016-2,26/02/2016,D100-2-12B,CTRS,R,O41917FO55,A,F,,,,,,,,,,,,,,,,,,,,,,,
D100-2-2016-2,26/02/2016,D100-2-11A,CTRS,N,O4191811E7,A,M,Testes and penis obvious,49.57,,,187.29,173.01,92.3754605157777,35.75,19,155,136,,,Scrape on LH inner thigh + nose,,,,,,,Selene,,
D100-2-2016-2,26/02/2016,D100-2-46B,RS,N,O419183149,A,F,Perf,36.46,22.64,12.49,,,,,,,,8,,Cut to forehead,,PT517,PP406,,,,Sui,,Trap fell 20m downhill into dry river bed! Bag off near point. Apart from forehead rat was apparently unharmed! Forgot to take weight
D100-2-2016-2,26/02/2016,D100-2-23A,DTT,N,O4191835CE,SA,F,"BP, Unperf",24.55,16.05,9.66,,,,,19,65,46,0,,,,PT516,,,,,,,"Quite adultish colouration but still a touchy dusky, and not properly orange."
D100-2-2016-2,26/02/2016,D100-2-8A,RS,N,O41918OF16,SA,F,"BP, unperf",37.5,24.19,12.78,,,,,19,120,101,29,,,,PT515,PP405,,,,Selene,,
D100-2-2016-2,26/02/2016,D100-2-36A,PR,N,,,,,,,,,,,,,,,,,,,,,,,,,,RELEASED
D100-2-2016-3,27/02/2016,D100-2-28A,LSQ,N,O417D144AC,A,M,,31.35,,,148.27,97.96,66.06865853,,19,120,101,,,,,,,,,,Sui,Aleks,
D100-2-2016-3,27/02/2016,D100-2-37A,RS,R,O417D14O31,A,M,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-48B,WH,R,O417D15OBE,A,M,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-3B,LGTRS,N,O41868C191,SA,M?,"long nubbin, no testicles or bare patch",44.58,,,182.08,187.81,103.1469684,40.22,19,202,183,,,,,,,,,,Anna,Anna/Sui,
D100-2-2016-3,27/02/2016,D100-2-24A,PR,N,O41868CFDB,A,M,,22.74,14.73,19.02,,,,,19,50,31,,,,,PT522,,,,,Phil,Aleks,"very chestnutty coloured, possibly the same PR we failed to tag yesterday."
D100-2-2016-3,27/02/2016,D100-2-32B,WH,R,O41868DO3F,A,F,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-6A,SS,N,O41868EBO8,SA,F,,26.42,19.04,9.85,,,,,19,65,46,10,,,,PT519,PP407,,,,Sui,Anna/Sui,
D100-2-2016-3,27/02/2016,D100-2-45A,RS,R,O41868F73A,A,F,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-42B,PR,N,O41869O192,A,M,,22.67,17.37,18.95,,,,,19,54,35,0,,,,PT520,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-34A,DTT,N,O41869O7C2,SA,M,,27.72,17.17,21.88,,,,,19,72,53,,,,,,,,,,Anna,Phil/Selene,no tissue sample taken
D100-2-2016-3,27/02/2016,D100-2-29A,RS,R,O418EB93E3,A,F,,,,,,,,,,,,,,,,,,,,,,Aleks,
D100-2-2016-3,27/02/2016,D100-2-46B,WH,R,O41917E6BD,SA,M,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-43A,DTT,R,O41917EO32,SA,F,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-14A,WH,R,O41917EOD8,SA,F,,,,,,,,,,,,,,,,,,,,,,Anna/Sui,
D100-2-2016-3,27/02/2016,D100-2-40B,WH,R,O41917F231,SA?,M,,,,,,,,,,,,,,,,,,,,,,Phil/Selene,
D100-2-2016-3,27/02/2016,D100-2-29B,MR,R,O41917F6E3,J?,M,,,,,,,,,,,,,,,,,,,,,,Aleks,
